Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Bilheteria,Bilheteria_por_minuto,Ano_Lancamento
92,tt1843866,2014-08-18,2016-03-17,WATCHED. $714.4,Capitão América: O Soldado Invernal,Captain America: The Winter Soldier,https://www.imdb.com/title/tt1843866/,Filme,7.7,136,2014,"Ação, Aventura, Ficção científica, Suspense",966797,2014-04-10,"Anthony Russo, Joe Russo",714.4,5.252941176470588,2014.0
93,tt1324999,2014-03-03,2014-03-03,WATCHED. $712.2,A Saga Crepúsculo: Amanhecer - Parte 1,The Twilight Saga: Breaking Dawn - Part 1,https://www.imdb.com/title/tt1324999/,Filme,5.0,117,2011,"Aventura, Drama, Fantasia, Romance, Suspense",271988,2011-11-18,Bill Condon,712.2,6.087179487179488,2011.0
94,tt2103281,2014-10-05,2016-03-17,WATCHED. $710.6,Planeta dos Macacos: O Confronto,Dawn of the Planet of the Apes,https://www.imdb.com/title/tt2103281/,Filme,7.6,130,2014,"Ação, Aventura, Drama, Ficção científica, Suspense",509853,2014-07-24,Matt Reeves,710.6,5.466153846153846,2014.0
95,tt1259571,2014-03-03,2016-03-17,WATCHED. $709.7,A Saga Crepúsculo: Lua Nova,The Twilight Saga: New Moon,https://www.imdb.com/title/tt1259571/,Filme,4.8,130,2009,"Aventura, Drama, Fantasia, Romance",320724,2009-11-20,Chris Weitz,709.7,5.4592307692307696,2009.0
96,tt0418279,2014-03-03,2014-03-03,WATCHED. $709.7,Transformers,Transformers,https://www.imdb.com/title/tt0418279/,Filme,7.1,144,2007,"Ação, Aventura, Ficção científica",715514,2007-07-18,Michael Bay,709.7,4.928472222222222,2007.0
97,tt1872181,2014-08-18,2014-10-05,WATCHED. $709.0,O Espetacular Homem-Aranha 2: A Ameaça de Electro,The Amazing Spider-Man 2,https://www.imdb.com/title/tt1872181/,Filme,6.6,142,2014,"Ação, Aventura, Ficção científica",585772,2014-05-01,Marc Webb,709.0,4.992957746478873,2014.0
98,tt1325004,2014-03-03,2014-03-03,WATCHED. $698.5,A Saga Crepúsculo: Eclipse,The Twilight Saga: Eclipse,https://www.imdb.com/title/tt1325004/,Filme,5.1,124,2010,"Ação, Aventura, Drama, Fantasia, Mistério, Romance, Suspense",280213,2010-06-30,David Slade,698.5,5.633064516129032,2010.0
99,tt1229238,2014-03-03,2014-03-03,WATCHED. $694.7,Missão: Impossível - Protocolo Fantasma,Mission: Impossible - Ghost Protocol,https://www.imdb.com/title/tt1229238/,Filme,7.4,132,2011,"Ação, Aventura, Suspense",563571,2011-12-23,Brad Bird,694.7,5.262878787878789,2011.0
100,tt1392170,2014-03-03,2015-10-27,WATCHED. $694.4,Jogos Vorazes,The Hunger Games,https://www.imdb.com/title/tt1392170/,Filme,7.2,142,2012,"Ação, Aventura, Ficção científica, Suspense",1076376,2012-03-23,Gary Ross,694.4,4.890140845070422,2012.0
101,tt1396484,2017-09-28,2017-12-06,"WATCHED. $694.2still ongoing, not yet final",It: A Coisa,It,https://www.imdb.com/title/tt1396484/,Filme,7.3,135,2017,Terror,691114,2017-09-07,Andy Muschietti,694.2,5.142222222222222,2017.0
102,tt2381249,2015-09-18,2016-03-17,WATCHED. $682.3,Missão: Impossível - Nação Secreta,Mission: Impossible - Rogue Nation,https://www.imdb.com/title/tt2381249/,Filme,7.4,131,2015,"Ação, Aventura, Suspense",444301,2015-08-13,Christopher McQuarrie,682.3,5.208396946564885,2015.0
103,tt0109830,2014-03-03,2015-10-27,WATCHED. $677.9,Forrest Gump: O Contador de Histórias,Forrest Gump,https://www.imdb.com/title/tt0109830/,Filme,8.8,142,1994,"Drama, Romance",2480780,1994-12-07,Robert Zemeckis,677.9,4.773943661971831,1994.0
104,tt1211837,2016-12-23,2017-03-20,WATCHED. $677.6,Doutor Estranho,Doctor Strange,https://www.imdb.com/title/tt1211837/,Filme,7.5,115,2016,"Ação, Aventura, Fantasia, Ficção científica",874715,2016-11-02,Scott Derrickson,677.6,5.892173913043479,2016.0
105,tt0816692,2014-12-08,2016-03-17,WATCHED. $675.1,Interestelar,Interstellar,https://www.imdb.com/title/tt0816692/,Filme,8.7,169,2014,"Aventura, Drama, Ficção científica",2497537,2014-11-06,Christopher Nolan,675.1,3.9946745562130177,2014.0
106,tt0167404,2014-03-03,2014-03-03,WATCHED. $672.8,O Sexto Sentido,The Sixth Sense,https://www.imdb.com/title/tt0167404/,Filme,8.2,107,1999,"Drama, Mistério, Suspense",1138464,1999-10-22,M. Night Shyamalan,672.8,6.2878504672897195,1999.0
107,tt0770828,2014-03-03,2014-03-03,DIDN'T WATCH YET BUT PLANNING TO. $668.0,O Homem de Aço,Man of Steel,https://www.imdb.com/title/tt0770828/,Filme,7.1,143,2013,"Ação, Aventura, Ficção científica",863560,2013-07-12,Zack Snyder,668.0,4.671328671328672,2013.0
108,tt1302011,2014-03-03,2014-03-03,WATCHED. $665.7,Kung Fu Panda 2,Kung Fu Panda 2,https://www.imdb.com/title/tt1302011/,Filme,7.3,90,2011,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia",354441,2011-06-10,Jennifer Yuh Nelson,665.7,7.396666666666667,2011.0
109,tt0438097,2014-03-03,2015-01-06,$660.9Don't like the franchise and don't intend to watch it.,A Era do Gelo 2,Ice Age: The Meltdown,https://www.imdb.com/title/tt0438097/,Filme,6.8,91,2006,"Animação, Aventura, Comédia, Família",316758,2006-03-31,Carlos Saldanha,660.9,7.262637362637363,2006.0
110,tt2245084,2015-03-12,2016-02-14,WATCHED. $657.8,Operação Big Hero,Big Hero 6,https://www.imdb.com/title/tt2245084/,Filme,7.8,102,2014,"Animação, Ação, Aventura, Comédia, Policial, Família, Ficção científica",550308,2014-12-25,"Don Hall, Chris Williams",657.8,6.4490196078431365,2014.0
111,tt0325980,2014-03-03,2014-03-03,WATCHED. $654.3,Piratas do Caribe: A Maldição do Pérola Negra,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/,Filme,8.1,143,2003,"Ação, Aventura, Fantasia",1316994,2003-08-29,Gore Verbinski,654.3,4.5755244755244755,2003.0
112,tt1951266,2016-01-02,2017-10-25,WATCHED. $653.4,Jogos Vorazes: A Esperança - O Final,The Hunger Games: Mockingjay - Part 2,https://www.imdb.com/title/tt1951266/,Filme,6.6,137,2015,"Ação, Aventura, Ficção científica, Suspense",411428,2015-11-18,Francis Lawrence,653.4,4.76934306569343,2015.0
113,tt0121765,2014-03-03,2014-03-03,WATCHED. $649.4,Star Wars: Episódio II - Ataque dos Clones,Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/,Filme,6.6,142,2002,"Ação, Aventura, Fantasia, Ficção científica",816172,2002-07-01,George Lucas,649.4,4.573239436619718,2002.0
114,tt1981115,2014-03-03,2016-03-17,WATCHED. $644.6,Thor: O Mundo Sombrio,Thor: The Dark World,https://www.imdb.com/title/tt1981115/,Filme,6.7,112,2013,"Ação, Aventura, Fantasia, Ficção científica",773617,2013-11-01,Alan Taylor,644.6,5.755357142857143,2013.0
115,tt3521164,2017-01-09,2017-05-18,WATCHED. $642.2,Moana: Um Mar de Aventuras,Moana,https://www.imdb.com/title/tt3521164/,Filme,7.6,107,2016,"Animação, Aventura, Comédia, Família, Fantasia, Musical",437596,2017-01-05,"Ron Clements, John Musker, Don Hall, Chris Williams",642.2,6.001869158878505,2017.0
116,tt0441773,2014-03-03,2014-03-03,WATCHED. $631.7,Kung Fu Panda,Kung Fu Panda,https://www.imdb.com/title/tt0441773/,Filme,7.6,92,2008,"Animação, Ação, Aventura, Comédia, Família, Fantasia",575648,2008-07-04,"Mark Osborne, John Stevenson",631.7,6.8663043478260875,2008.0
117,tt3470600,2017-01-29,2017-05-18,WATCHED. $631.8,Sing: Quem Canta Seus Males Espanta,Sing,https://www.imdb.com/title/tt3470600/,Filme,7.1,108,2016,"Animação, Comédia, Família, Musical",211201,2016-12-22,"Garth Jennings, Christophe Lourdelet",631.8,5.85,2016.0
118,tt0317705,2014-03-03,2014-03-03,WATCHED. $631.4,Os Incríveis,The Incredibles,https://www.imdb.com/title/tt0317705/,Filme,8.0,115,2004,"Animação, Ação, Aventura, Família",894674,2004-12-10,Brad Bird,631.4,5.490434782608696,2004.0
119,tt3659388,2016-03-15,2016-04-05,WATCHED. $629.9,Perdido em Marte,The Martian,https://www.imdb.com/title/tt3659388/,Filme,8.0,144,2015,"Aventura, Drama, Ficção científica",1001802,2015-10-01,Ridley Scott,629.9,4.374305555555555,2015.0
120,tt1596343,2014-03-04,2014-03-04,WATCHED. $626.1,Velozes e Furiosos 5: Operação Rio,Fast Five,https://www.imdb.com/title/tt1596343/,Filme,7.3,130,2011,"Ação, Policial, Suspense",431689,2011-05-06,Justin Lin,626.1,4.8161538461538465,2011.0
121,tt0448157,2014-03-04,2014-03-04,WATCHED. $624.4,Hancock,Hancock,https://www.imdb.com/title/tt0448157/,Filme,6.4,92,2008,"Ação, Comédia, Drama, Fantasia",537469,2008-07-04,Peter Berg,624.4,6.78695652173913,2008.0
122,tt1409024,2014-03-04,2014-03-04,WATCHED. $624.0,MIB: Homens de Preto III,Men in Black³,https://www.imdb.com/title/tt1409024/,Filme,6.8,106,2012,"Ação, Aventura, Comédia, Ficção científica",410368,2012-05-25,Barry Sonnenfeld,624.0,5.886792452830188,2012.0
123,tt1228705,2014-03-04,2014-03-04,WATCHED. $623.9,Homem de Ferro 2,Iron Man 2,https://www.imdb.com/title/tt1228705/,Filme,6.9,124,2010,"Ação, Ficção científica",932497,2010-04-30,Jon Favreau,623.9,5.031451612903226,2010.0
124,tt1646971,2014-08-18,2016-03-04,WATCHED. $621.5,Como Treinar o Seu Dragão 2,How to Train Your Dragon 2,https://www.imdb.com/title/tt1646971/,Filme,7.8,102,2014,"Animação, Ação, Aventura, Comédia, Família, Fantasia",399550,2014-06-19,Dean DeBlois,621.5,6.0931372549019605,2014.0
125,tt0382932,2014-03-04,2017-01-29,WATCHED. $620.7,Ratatouille,Ratatouille,https://www.imdb.com/title/tt0382932/,Filme,8.1,111,2007,"Animação, Aventura, Comédia, Família, Fantasia",935489,2007-07-06,"Brad Bird, Jan Pinkava",620.7,5.591891891891892,2007.0
126,tt0119567,2014-03-04,2014-03-04,WATCHED. $618.6,O Mundo Perdido: Jurassic Park,The Lost World: Jurassic Park,https://www.imdb.com/title/tt0119567/,Filme,6.6,129,1997,"Ação, Aventura, Ficção científica",476043,1997-06-20,Steven Spielberg,618.6,4.7953488372093025,1997.0
127,tt3315342,2017-03-20,2017-07-25,WATCHED. $616.2,Logan,Logan,https://www.imdb.com/title/tt3315342/,Filme,8.1,137,2017,"Ação, Drama, Ficção científica, Suspense",920784,2017-03-02,James Mangold,616.2,4.497810218978103,2017.0
128,tt0335345,2014-03-04,2014-03-04,"$611.9.Didn't watch, and don't intend to watch it.",A Paixão de Cristo,The Passion of the Christ,https://www.imdb.com/title/tt0335345/,Filme,7.3,127,2004,Drama,270228,2004-03-19,Mel Gibson,611.9,4.818110236220472,2004.0
129,tt0795421,2014-03-04,2014-03-04,WATCHED. $609.8,Mamma Mia!,Mamma Mia!,https://www.imdb.com/title/tt0795421/,Filme,6.5,108,2008,"Comédia, Musical, Romance",303027,2008-09-12,Phyllida Lloyd,609.8,5.6462962962962955,2008.0
130,tt0454876,2014-03-04,2014-03-04,WATCHED. $609.0,As Aventuras de Pi,Life of Pi,https://www.imdb.com/title/tt0454876/,Filme,7.9,127,2012,"Aventura, Drama, Fantasia",698048,2012-12-21,Ang Lee,609.0,4.7952755905511815,2012.0
131,tt3371366,2017-07-10,2017-09-07,WATCHED. $604.9,Transformers: O Último Cavaleiro,Transformers: The Last Knight,https://www.imdb.com/title/tt3371366/,Filme,5.2,154,2017,"Ação, Aventura, Comédia, Ficção científica, Suspense",184950,2017-07-20,Michael Bay,604.9,3.927922077922078,2017.0
132,tt0479952,2014-03-04,2014-03-04,WATCHED. $603.9,Madagascar 2,Madagascar: Escape 2 Africa,https://www.imdb.com/title/tt0479952/,Filme,6.7,89,2008,"Animação, Aventura, Comédia, Família",269282,2008-12-12,"Eric Darnell, Tom McGrath",603.9,6.785393258426966,2008.0
133,tt0381061,2014-03-04,2014-03-04,WATCHED. $599.0,007: Cassino Royale,Casino Royale,https://www.imdb.com/title/tt0381061/,Filme,8.0,144,2006,"Ação, Aventura, Suspense",740901,2006-12-15,Martin Campbell,599.0,4.159722222222222,2006.0
134,tt0398286,2014-03-04,2014-03-04,WATCHED. $591.8,Enrolados,Tangled,https://www.imdb.com/title/tt0398286/,Filme,7.7,100,2010,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Romance",541782,2011-01-07,"Nathan Greno, Byron Howard",591.8,5.917999999999999,2011.0
135,tt0407304,2014-03-04,2014-03-04,"$591.7Didn't watch it yet, but intending to",Guerra dos Mundos,War of the Worlds,https://www.imdb.com/title/tt0407304/,Filme,6.6,117,2005,"Ação, Aventura, Ficção científica",505134,2005-06-29,Steven Spielberg,591.7,5.057264957264958,2005.0
136,tt0119654,2014-03-04,2014-03-04,WATCHED. $589.4,MIB: Homens de Preto,Men in Black,https://www.imdb.com/title/tt0119654/,Filme,7.3,98,1997,"Ação, Aventura, Comédia, Ficção científica",660833,1997-07-11,Barry Sonnenfeld,589.4,6.014285714285714,1997.0
137,tt0481499,2014-03-04,2014-03-04,WATCHED. $587.2,Os Croods,The Croods,https://www.imdb.com/title/tt0481499/,Filme,7.1,98,2013,"Animação, Aventura, Comédia, Família, Fantasia",250281,2013-03-22,"Kirk DeMicco, Chris Sanders",587.2,5.991836734693878,2013.0
138,tt1411697,2014-03-04,2014-03-04,WATCHED. $586.8,"Se Beber, Não Case! Parte II",The Hangover Part II,https://www.imdb.com/title/tt1411697/,Filme,6.5,102,2011,Comédia,574749,2011-05-27,Todd Phillips,586.8,5.752941176470588,2011.0
139,tt0830515,2014-03-04,2014-03-04,WATCHED. $586.1,007 - Quantum of Solace,Quantum of Solace,https://www.imdb.com/title/tt0830515/,Filme,6.5,106,2008,"Ação, Aventura, Mistério, Suspense",495416,2008-11-07,Marc Forster,586.1,5.529245283018868,2008.0
140,tt0480249,2014-03-04,2014-03-04,WATCHED. $585.3,Eu Sou a Lenda,I Am Legend,https://www.imdb.com/title/tt0480249/,Filme,7.2,101,2007,"Drama, Terror, Ficção científica, Suspense",872671,2008-01-18,Francis Lawrence,585.3,5.795049504950494,2008.0
141,tt0371746,2014-03-04,2014-03-04,WATCHED. $585.2,Homem de Ferro,Iron Man,https://www.imdb.com/title/tt0371746/,Filme,7.9,126,2008,"Ação, Aventura, Ficção científica",1216941,2008-04-30,Jon Favreau,585.2,4.644444444444445,2008.0
142,tt0198781,2014-03-04,2017-01-29,WATCHED. $577.4,Monstros S.A.,"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,Filme,8.1,92,2001,"Animação, Aventura, Comédia, Família, Fantasia",1068443,2001-11-14,"Pete Docter, David Silverman, Lee Unkrich",577.4,6.2760869565217385,2001.0
143,tt0477347,2014-03-04,2014-03-04,WATCHED. $574.5,Uma Noite no Museu,Night at the Museum,https://www.imdb.com/title/tt0477347/,Filme,6.5,108,2006,"Aventura, Comédia, Família, Fantasia",407535,2007-01-12,Shawn Levy,574.5,5.319444444444445,2007.0
144,tt2322441,2015-02-23,2016-03-17,WATCHED. $571.0,Cinquenta Tons de Cinza,Fifty Shades of Grey,https://www.imdb.com/title/tt2322441/,Filme,4.2,125,2015,"Drama, Romance, Suspense",354929,2015-02-12,Sam Taylor-Johnson,571.0,4.568,2015.0
145,tt0974015,2017-12-06,2017-12-06,"WATCHED. $570.3still ongoing, not yet final",Liga da Justiça,Justice League,https://www.imdb.com/title/tt0974015/,Filme,6.0,120,2017,"Ação, Aventura, Fantasia, Ficção científica",503263,2017-11-15,Zack Snyder,570.3,4.7524999999999995,2017.0
146,tt3731562,2017-04-03,2017-06-30,WATCHED. $566.2,Kong: A Ilha da Caveira,Kong: Skull Island,https://www.imdb.com/title/tt3731562/,Filme,6.7,118,2017,"Ação, Aventura, Fantasia, Ficção científica",372800,2017-03-09,Jordan Vogt-Roberts,566.2,4.798305084745763,2017.0
147,tt0472181,2014-03-04,2014-03-04,WATCHED. $563.7,Os Smurfs,The Smurfs,https://www.imdb.com/title/tt0472181/,Filme,5.4,103,2011,"Animação, Aventura, Comédia, Família, Fantasia",103956,2011-08-05,Raja Gosnell,563.7,5.472815533980583,2011.0
148,tt1216475,2014-03-04,2014-03-04,WATCHED. $559.9,Carros 2,Cars 2,https://www.imdb.com/title/tt1216475/,Filme,6.2,106,2011,"Animação, Aventura, Comédia, Policial, Família, Ficção científica, Esportes",253261,2011-06-23,"John Lasseter, Bradford Lewis",559.9,5.282075471698113,2011.0
149,tt0448694,2014-03-04,2014-03-04,WATCHED. $555.0,Gato de Botas,Puss in Boots,https://www.imdb.com/title/tt0448694/,Filme,6.6,90,2011,"Animação, Ação, Aventura, Comédia, Família, Fantasia",210156,2011-12-09,Chris Miller,555.0,6.166666666666667,2011.0
150,tt4701660,2016-03-04,2017-01-29,DIDN'T WATCH. $553.8,As Travessuras de Uma Sereia,Mei ren yu,https://www.imdb.com/title/tt4701660/,Filme,6.2,94,2016,"Comédia, Drama, Fantasia, Romance",10905,2016-02-08,Stephen Chow,553.8,5.891489361702127,2016.0
151,tt0120591,2014-03-04,2014-03-04,WATCHED. $553.7,Armageddon,Armageddon,https://www.imdb.com/title/tt0120591/,Filme,6.7,151,1998,"Ação, Aventura, Ficção científica, Suspense",477476,1998-08-07,Michael Bay,553.7,3.6668874172185433,1998.0
152,tt0360717,2014-03-04,2014-03-04,WATCHED. $550.5,King Kong,King Kong,https://www.imdb.com/title/tt0360717/,Filme,7.2,187,2005,"Ação, Aventura, Romance",469145,2005-12-16,Peter Jackson,550.5,2.943850267379679,2005.0
153,tt1637725,2014-03-04,2014-03-04,WATCHED. $549.4,Ted,Ted,https://www.imdb.com/title/tt1637725/,Filme,6.9,106,2012,Comédia,706785,2012-09-21,Seth MacFarlane,549.4,5.183018867924528,2012.0
154,tt2179136,2015-02-22,2016-03-17,WATCHED. $547.4,Sniper Americano,American Sniper,https://www.imdb.com/title/tt2179136/,Filme,7.3,133,2014,"Ação, Biografia, Drama, Guerra",566812,2015-02-19,Clint Eastwood,547.4,4.11578947368421,2015.0
155,tt0120755,2014-03-04,2014-03-04,"$546.4DIDN'T WATCH YET, BUT PLANNING TO",Missão: Impossível 2,Mission: Impossible II,https://www.imdb.com/title/tt0120755/,Filme,6.1,123,2000,"Ação, Aventura, Suspense",412337,2000-06-22,John Woo,546.4,4.442276422764228,2000.0
156,tt1515091,2014-03-04,2014-03-04,WATCHED. $545.4,Sherlock Holmes: O Jogo de Sombras,Sherlock Holmes: A Game of Shadows,https://www.imdb.com/title/tt1515091/,Filme,7.4,129,2011,"Ação, Aventura, Mistério",501014,2012-01-13,Guy Ritchie,545.4,4.227906976744186,2012.0
157,tt0319262,2014-03-04,2014-03-04,WATCHED. $544.3,O Dia Depois de Amanhã,The Day After Tomorrow,https://www.imdb.com/title/tt0319262/,Filme,6.5,124,2004,"Ação, Aventura, Ficção científica, Suspense",509904,2004-05-28,Roland Emmerich,544.3,4.389516129032257,2004.0
158,tt3385516,2016-06-18,2017-01-29,WATCHED. $543.9,X-Men: Apocalipse,X-Men: Apocalypse,https://www.imdb.com/title/tt3385516/,Filme,6.8,144,2016,"Ação, Aventura, Ficção científica",490505,2016-05-19,Bryan Singer,543.9,3.777083333333333,2016.0
159,tt1661199,2015-04-14,2017-01-29,WATCHED. $543.5,Cinderela,Cinderella,https://www.imdb.com/title/tt1661199/,Filme,6.9,105,2015,"Aventura, Drama, Família, Fantasia, Romance",204403,2015-03-26,Kenneth Branagh,543.5,5.1761904761904765,2015.0
160,tt1323594,2014-03-04,2014-03-04,WATCHED. $543.1,Meu Malvado Favorito,Despicable Me,https://www.imdb.com/title/tt1323594/,Filme,7.6,95,2010,"Animação, Aventura, Comédia, Policial, Família, Ficção científica",629426,2010-08-06,"Pierre Coffin, Chris Renaud",543.1,5.716842105263158,2010.0
161,tt1217209,2014-03-08,2017-01-29,WATCHED. $540.4,Valente,Brave,https://www.imdb.com/title/tt1217209/,Filme,7.1,93,2012,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia, Mistério",476725,2012-07-20,"Mark Andrews, Brenda Chapman, Steve Purcell",540.4,5.810752688172043,2012.0
162,tt0816711,2014-03-04,2014-03-04,WATCHED. $540.0,Guerra Mundial Z,World War Z,https://www.imdb.com/title/tt0816711/,Filme,7.0,116,2013,"Ação, Aventura, Terror, Ficção científica",779133,2013-06-28,Marc Forster,540.0,4.655172413793103,2013.0
163,tt0080684,2014-03-08,2014-03-08,WATCHED. $538.4,Star Wars: Episódio V - O Império Contra-Ataca,Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684/,Filme,8.7,124,1980,"Ação, Aventura, Fantasia, Ficção científica",1497001,1980-07-14,Irvin Kershner,538.4,4.341935483870968,1980.0
164,tt0910970,2014-03-08,2017-01-29,WATCHED. $533.3,WALL·E,WALL·E,https://www.imdb.com/title/tt0910970/,Filme,8.4,98,2008,"Animação, Aventura, Família, Ficção científica",1312393,2008-06-27,Andrew Stanton,533.3,5.441836734693877,2008.0
165,tt1663202,2016-03-15,2017-01-29,WILL WATCH. $533.0,O Regresso,The Revenant,https://www.imdb.com/title/tt1663202/,Filme,8.0,156,2015,"Aventura, Drama, Faroeste",944374,2016-02-04,Alejandro G. Iñárritu,533.0,3.4166666666666665,2016.0
166,tt0351283,2014-03-08,2014-03-08,WATCHED. $532.7,Madagascar,Madagascar,https://www.imdb.com/title/tt0351283/,Filme,6.9,86,2005,"Animação, Aventura, Comédia, Família",476716,2005-06-24,"Eric Darnell, Tom McGrath",532.7,6.1941860465116285,2005.0
167,tt0831387,2014-08-18,2016-03-17,WATCHED. $529.1,Godzilla,Godzilla,https://www.imdb.com/title/tt0831387/,Filme,6.4,123,2014,"Ação, Aventura, Ficção científica, Suspense",462960,2014-05-15,Gareth Edwards,529.1,4.301626016260163,2014.0
